code,name,date,close,pctChg,amount,turn,peTTM,pbMRQ,hit_strategies,strategy_count,MA20,MA60,MA120,RSI14,DIF,DEA,K,D,J,avg_amount_60,vol20,amount20,max_dd_60,bias_ma60,ret60
sh.600132,,2026-02-27,55.45,0.8182,166685946.88,0.6212,21.80215,13.400168,"UP_TREND,MACD_KDJ_RESONANCE",2,54.235,53.09119710233334,52.9392312435,61.83363625528285,0.5469956938448206,0.5179567305198163,54.717776259693444,44.973788969090066,74.20575084090021,161788818.82716665,4406947.95,239827582.70450002,0.045953863053826406,0.04442926561102145,0.06457070213635685
sh.600210,,2026-02-27,7.75,0.0,156410053.92,1.3346,9.42687,1.762829,"UP_TREND,MACD_KDJ_RESONANCE",2,7.685499999999999,7.5125,7.5024999999999995,54.98065234960489,0.027332128574348857,0.021653676704562766,70.48611420522366,66.59728728411102,78.26376804744893,176265169.83099997,27510527.35,213012183.147,0.09424724602203177,0.03161397670549082,0.05729877216916779
sh.600257,,2026-02-27,7.31,0.8276,149449291.44,4.2207,-62.712943,4.413694,"UP_TREND,SMALL_GROWTH",2,7.267999999999999,6.826333333333333,6.253333333333333,53.73790782490495,0.07143136931084104,0.08908738376973852,47.28375267453784,48.769559765064784,44.31213849348396,187279242.17566666,23586636.05,172723102.778,0.0907928388746803,0.07085306899750954,0.22857142857142843
sh.600195,,2026-02-27,8.18,1.6149,118224491.6,1.4219,38.952955,1.460992,"UP_TREND,MACD_KDJ_RESONANCE",2,8.078999999999999,8.0295,7.776083333333333,55.00905911229773,-0.04015729612017083,-0.051876810738118236,82.00996764829017,66.50712262120388,113.01565770246276,138271654.90583333,19960761.2,163637701.551,0.14397321428571438,0.018743383772339417,0.05548387096774188
sh.600189,,2026-02-27,8.68,-1.6988,103019363.0,1.6513,660.663649,5.022959,"UP_TREND,SMALL_GROWTH",2,8.458499999999999,7.675833333333333,7.4805,63.82340987594706,0.2375352725335489,0.23813278249719005,57.636931983673975,53.94053076188308,65.02973442725576,140612527.1855,19400292.05,165069124.582,0.09342105263157895,0.13082184344805126,0.21568627450980404
sh.600076,,2026-02-27,3.99,0.0,97748801.0,1.8201,-13.493689,1.40756,"UP_TREND,SMALL_GROWTH",2,3.9765,3.569,3.2279166666666663,52.239911428514574,0.06518131081493017,0.08751762808399238,32.37426612204116,38.45438205230062,20.214034261522244,233005626.97249997,66837923.65,268603107.768,0.23940677966101695,0.11796021294480252,0.4098939929328622
sh.600236,,2026-02-27,8.89,2.3015,82543019.82,0.1186,27.602239,3.930966,"UP_TREND,SMALL_GROWTH",2,8.45,7.743666666666667,7.293345153000001,63.76353700555918,0.20245153484542833,0.21007310066091034,60.227136379679,47.86444381128213,84.95252151647276,116689362.35616666,12392683.45,104531417.743,0.06465997770345597,0.14803495329516592,0.2940320232896654
sh.600176,,2026-02-27,27.04,-5.1228,3878339639.58,3.5571,31.106604,3.424201,UP_TREND,1,23.449,18.916833333333333,17.276859743333333,66.48956386997196,2.389734365065401,1.9936891810817943,82.71164023403965,86.81853602642067,74.49784864927761,1433684215.9006667,107461019.85,2605372353.9535,0.07568807339449551,0.42941471881305016,0.7812911725955205
sh.600183,,2026-02-27,69.11,-5.3288,3522573212.86,2.1065,59.751261,10.807763,UP_TREND,1,67.85749999999999,66.3205,61.29239946791667,52.58672496073122,0.21091636325759566,-0.22054683651059362,65.04700645714203,68.47501958631615,58.190980198793795,2846912830.497167,43462840.05,2975154739.5360003,0.1540526033279656,0.042060901229634906,0.24882544271774476
sh.600172,,2026-02-27,9.71,3.6286,2798445191.32,23.7925,-12.958386,14.182691,UP_TREND,1,7.8325000000000005,6.723833333333333,6.266583333333333,73.55421398507579,0.7141742240062641,0.5445046469159983,88.29760324509266,84.89414801569342,95.10451370389114,1001091198.204,226857401.2,1779049261.2294998,0.19258202567760338,0.44411669930347286,0.5437201907790143
sh.600019,,2026-02-27,7.2,1.983,2267434068.71,1.4541,16.614806,0.767837,MACD_KDJ_RESONANCE,1,7.1385000000000005,7.197666666666667,7.178432612166666,52.47833188538377,-0.04028589826297324,-0.043201892194107215,46.771714124141155,37.29828241405965,65.71857754430415,877026735.4443334,182843066.8,1308635990.2795,0.07114093959731546,0.0003241791321262344,0.005586592178770999
sh.600021,,2026-02-27,21.85,4.4455,2000284472.29,3.295,23.377104,2.917424,MACD_KDJ_RESONANCE,1,21.3645,21.049333333333333,22.120166666666666,56.51834402776662,-0.20590791797829766,-0.2522121919237847,80.12869851842134,65.79620890813683,108.79367773899037,1898513347.8591664,66036925.55,1451798692.2925,0.2041666666666666,0.03803762589472348,-0.09185369908561913
sh.600026,,2026-02-27,20.58,0.6849,1929007044.05,2.7143,34.053387,3.005914,UP_TREND,1,16.8795,13.8625,13.03375,74.17135213610041,1.600658824483947,1.250757488512531,87.97727779370057,87.58685183313864,88.7581297148244,846282409.5186667,75754782.75,1308907899.916,0.12800620636152057,0.48458070333633874,0.6346306592533755
sh.600031,,2026-02-27,23.15,-0.8565,1236986757.48,0.6282,25.823394,2.899532,UP_TREND,1,23.0955,21.915333333333333,21.722948758333338,52.31130633999186,0.41140722811787,0.4447817351868607,32.64458655350421,49.61271986203616,-1.2916800635596815,1485082535.4685,74844045.15,1723735577.434,0.0724511930585684,0.05633802816901401,0.13258317025440292
sh.600256,,2026-02-27,5.88,2.2609,1010265647.76,2.7073,18.910826,1.577654,LOW_VAL_BLUECHIP,1,5.5535,5.196166666666667,5.203333333333334,64.56182215242156,0.14661417323065162,0.12110782862000934,77.52603486970541,71.5287413140419,89.52062198103243,593432460.5541667,201962113.85,1128086114.4635,0.07853403141361259,0.13160342560220673,0.16435643564356428
sh.600186,,2026-02-27,6.47,2.6984,977520236.9,8.5203,39.963022,6.083138,UP_TREND,1,6.1899999999999995,5.972666666666667,5.932,58.155594830757536,0.08555342678999,0.06296612430655796,67.34785375199732,65.3171301157796,71.40930102443275,491602463.6526667,106445885.85,665501167.563,0.09457364341085275,0.08326822189976557,0.1871559633027522
sh.600160,,2026-02-27,41.6,0.702,962341199.57,0.8577,28.365084,5.496053,UP_TREND,1,39.552991368,37.494588796,36.75651564066666,64.99342522381932,0.8179117171605412,0.6312549554926306,84.64146149205673,83.16654261014432,87.59129925588155,948929885.0585,27797519.8,1102091525.0259998,0.07867682827840777,0.10949343187457417,0.24950697338307926
sh.600151,,2026-02-27,15.45,0.1946,920913467.3,4.1567,-79.765268,4.775051,MACD_KDJ_RESONANCE,1,15.413499999999999,15.894666666666668,12.087166666666667,47.668153783027556,-0.3862019650267108,-0.38920810934183037,43.104837242728024,34.77328502651534,59.767941675153395,3266413960.1453333,93097307.4,1456774441.55,0.35936814392277316,-0.027975840952940256,0.7109634551495017
sh.600101,,2026-02-27,11.07,4.7304,802034345.57,13.3226,32.981239,1.954128,SMALL_GROWTH,1,10.1403130475,9.620107023166668,9.654488917333333,75.87469587269351,0.23497897451502148,0.16732010798072666,83.05423745032343,81.4820461397248,86.19862007152068,178603100.2713333,22103242.15,227618484.896,0.051773729626078645,0.15071484894521148,0.23349110464547085
sh.600050,,2026-02-27,4.92,0.8197,791176530.15,0.5254,16.254024,0.894671,MACD_KDJ_RESONANCE,1,4.9345,5.137166666666667,5.2906663583333335,44.69786914352655,-0.07587231455965604,-0.08651079354138375,74.52234729317125,61.92336540901135,99.72031106149103,1133303354.562,235627748.8,1171998082.3785,0.12568306010928967,-0.04227362683710234,-0.09558823529411775
sh.600158,,2026-02-27,10.55,2.4272,704323827.78,6.8833,545.507001,3.896147,SMALL_GROWTH,1,9.751,9.139000000000001,9.166416666666667,70.00019010885573,0.3166488461224901,0.2533164110332436,69.2422592915499,68.84858589221483,70.02960609022006,299751741.27550006,45847904.05,448755072.133,0.09330628803245436,0.15439325965641748,0.23247663551401865
sh.600170,,2026-02-27,2.99,1.0135,669125919.37,2.533,13.104353,0.841842,LOW_VAL_BLUECHIP,1,2.9690000000000003,2.8245,2.847,54.16707954842776,0.02108276722114555,0.02830021704398708,66.35348630716358,55.441760801024856,88.17693731944104,772446216.3456666,355705846.05,1065563292.0270001,0.11006289308176102,0.05859444149406978,0.07942238267148016
sh.600246,,2026-02-27,12.43,1.0569,625898455.86,2.6922,-66.936394,4.603101,MACD_KDJ_RESONANCE,1,12.2245,12.591833333333334,12.525,53.19500201951123,-0.19321932975091016,-0.23371882356147008,72.8498044525559,56.71751192334175,105.1143895109842,1287238590.7273333,59898228.8,751761830.0565,0.19501779359430604,-0.012852245503037762,0.07805724197745012
sh.600258,,2026-02-27,17.46,5.3076,497424953.46,2.581,23.269653,1.61789,UP_TREND,1,17.0705,16.64483333333333,15.83175,56.689969866502956,-0.05861762913270141,0.0011111280088478889,52.251951666153815,34.23063175425427,88.29459148995291,321218882.03816664,19012761.6,325765101.33599997,0.09632516703786194,0.048974156144549585,0.11779769526248418
sh.600121,,2026-02-27,4.8,5.4945,442336724.53,7.7072,-51.9651,3.815516,MACD_KDJ_RESONANCE,1,4.430999999999999,4.422666666666666,4.547083333333333,62.163483545517536,0.03278401063470682,-0.0032591351011896346,82.4672749559867,71.94744230841938,103.50694025112134,237317714.17366666,59177514.35,263365063.887,0.13124999999999998,0.08531805848658425,0.0738255033557047
sh.600038,,2026-02-27,38.75,-0.692,388836419.07,1.5005,55.609495,1.841382,UP_TREND,1,37.739999999999995,36.651833333333336,36.60633333333333,59.09989547111056,0.40257941269789654,0.2840672851528425,82.67799701184435,81.53232742553749,84.96933618445809,387782271.2683333,10194282.65,385682321.877,0.08194622279129311,0.0572458858356335,0.07340720221606634
sh.600152,,2026-02-27,8.95,-2.7174,379790441.26,8.0208,-53.455624,2.780977,UP_TREND,1,8.0655,7.569,7.297499999999999,66.36198286757707,0.3113466374146103,0.20050616436313043,74.6469311164852,75.23998512995496,73.4608230895457,227112988.41066667,29732894.7,245957710.946,0.17929292929292928,0.18245474963667574,0.18857901726427606
sh.600163,,2026-02-27,6.4,3.3926,361025368.88,2.9956,21.365156,1.752824,UP_TREND,1,5.985,5.858333333333333,5.607083333333334,65.40333716120672,0.11612486890587004,0.08146867754189609,86.20609423425428,80.85878530149552,96.9007120997718,293800480.84433335,36326457.0,217980597.26,0.17629179331306993,0.09246088193456625,0.17863720073664835
sh.600008,,2026-02-27,3.18,0.6329,347263780.18,1.4913,13.683093,1.117554,MACD_KDJ_RESONANCE,1,3.083,3.0224086239999997,3.0943588410000005,66.44515662197827,0.023289668671287345,0.015131431400816377,82.38186341066393,68.49763351846681,110.15032319505815,214820023.75016668,89861407.05,277491469.81350005,0.025806451612903247,0.052140989391248116,0.07061154836558892
sh.600227,,2026-02-27,2.88,0.6993,326437926.85,8.8757,-23.778261,2.031095,UP_TREND,1,2.62,2.582333333333333,2.542083333333333,63.90741028527125,0.07416481150620902,0.03535069601988046,69.3012396212661,70.0716754809986,67.76036790180109,155741287.3195,59447159.85,161530948.877,0.19865319865319875,0.11527042726216608,0.1707317073170731
sh.600166,,2026-02-27,3.2,-0.3115,315866663.6,1.2485,33.292304,1.649182,UP_TREND,1,3.148,2.9665000000000004,2.89025,56.231747675006,0.06233269803763308,0.06040147467529835,56.119069884400375,65.17946645797792,37.99827673724528,400562178.32766664,168134606.0,525163324.92249995,0.1219512195121951,0.0787122872071464,0.1636363636363638
sh.600266,,2026-02-27,5.57,0.5415,264235917.06,2.2942,-15.803598,0.595036,LOW_VAL_BLUECHIP,1,5.773,5.444333333333333,5.279666666666667,45.50057151629407,-0.06302913117733233,-0.011908873658583584,14.553809134579906,14.525773716407048,14.609879970925618,749719015.3301666,103841841.8,613138642.972,0.2377622377622378,0.023082103716402624,0.16527196652719667
sh.600058,,2026-02-27,13.85,2.3651,252774227.68,1.7132,143.674816,2.972049,UP_TREND,1,13.731,11.658166666666665,10.484166666666669,57.09039853488289,0.2074435618279118,0.29834261203645346,76.965928703051,64.16284396171193,102.57209818572915,,37669326.3,541689276.618,0.19556962025316454,0.18800840612446224,0.6142191142191142
sh.600155,,2026-02-27,6.91,2.0679,230815867.51,1.5158,96.465188,0.765321,MACD_KDJ_RESONANCE,1,6.784999999999999,6.813166666666667,7.141166666666666,56.27773782867762,-0.0076750357524382196,-0.021605573572060856,67.96603721612537,61.88407750429119,80.12995663979375,200296630.249,26430097.6,179632802.7655,0.06373937677053815,0.014212676435333638,-0.017069701280227556
sh.600198,,2026-02-27,9.87,0.203,217305171.84,1.6992,186.832226,46.927053,UP_TREND,1,9.7875,9.625166666666669,8.9775,50.4770047255885,-0.05181867853981892,-0.05113786918859502,80.85836658905687,73.53981122198766,95.4954773231953,554118701.142,33672321.25,332534308.4805,0.227535037098104,0.025436788973350888,0.15169194865810964
sh.600017,,2026-02-27,3.23,2.5397,214804179.89,2.1826,18.246515,0.706893,MACD_KDJ_RESONANCE,1,3.135,3.0596666666666663,3.1140805363333337,62.50919041561838,0.022236040924104472,0.018447737420994047,76.36630576149294,63.794094664342474,101.51072795579388,96033260.27733332,44648918.75,140044292.2345,0.047169811320754824,0.05567055234775031,0.06600660066006614
sh.600039,,2026-02-27,9.94,1.222,212978697.23,0.2459,11.171884,1.737706,MACD_KDJ_RESONANCE,1,9.7655,9.845,9.367871155333331,53.96387391205615,-0.045337463312071336,-0.05664070365396128,61.45105164675231,52.17221757784007,80.00871978457678,241155538.1465,21398321.85,209518609.5095,0.0869980879541109,0.00964956830878605,0.07112068965517238
sh.600116,,2026-02-27,6.91,1.0234,198232425.25,1.5052,47.694436,1.166289,MACD_KDJ_RESONANCE,1,6.6910932315,6.5549349545,6.5949179265,64.15496326898155,0.04880291347212129,0.028364077949894203,84.70244142990505,73.47065484119915,107.16601460731687,95110319.5235,19585345.05,131920612.80500002,0.045376933689962234,0.0541675925031484,0.07943409441325766
sh.600231,,2026-02-27,2.48,2.4793,197563620.94,2.8298,-6.098742,1.498721,MACD_KDJ_RESONANCE,1,2.3615,2.220166666666666,2.2281666666666666,61.23642688820375,0.04790264904086827,0.04074928867023229,69.83183601537912,60.933599390724865,87.62830926468766,66960034.788166665,46601730.95,112117537.478,0.1091703056768559,0.11703325576157964,0.09251101321585908
sh.600255,,2026-02-27,3.99,1.0127,191212206.54,2.6674,171.099191,4.976653,MACD_KDJ_RESONANCE,1,3.929,3.9396666666666667,3.9545833333333333,53.692258907786936,-0.02108047189439244,-0.0360874446161543,87.65693515734809,78.20104710250735,106.56871126702958,410035631.8768333,89152294.35,358568615.2624999,0.14814814814814817,0.012776038581944427,0.09615384615384626
sh.600218,,2026-02-27,11.09,1.2785,138449359.65,2.886,53.380807,1.484539,MACD_KDJ_RESONANCE,1,10.7538983225,10.900419279666666,10.377223916083333,56.66611853433968,0.0031720683584719467,-0.04169081594741756,89.00299809669998,75.0160154649538,116.97696336019237,252209743.72233334,11987599.4,129843204.53299999,0.1433333333333334,0.017392057632771296,-0.042173423717154046
sh.600080,,2026-02-27,9.16,1.7778,136197977.64,4.0012,43.654886,2.158021,UP_TREND,1,8.19,8.0435,7.831166666666666,76.26214897280603,0.26162874439303074,0.13803276620759247,88.51771922729452,84.2563131493707,97.0405313831422,82197186.85816666,11635545.0,97409897.63599999,0.1423650975889783,0.13880773295207316,0.020044543429843964
sh.600192,,2026-02-27,9.9,1.227,128014114.24,2.9506,-16.549124,4.312718,MACD_KDJ_RESONANCE,1,9.769,9.8065,9.842333333333332,51.615227799631576,-0.11421793056802088,-0.14455831408142272,91.01478587002372,80.01223076849556,113.01989607308002,235935467.09950003,20466667.9,209129650.12649998,0.17709251101321585,0.00953449242849147,0.08791208791208804
sh.600117,,2026-02-27,3.03,1.6779,127207785.12,1.2948,-9.646659,2.451931,MACD_KDJ_RESONANCE,1,2.902,2.877666666666667,3.0563333333333333,59.52037915312129,0.00957197568556456,-0.007006734507482166,81.48793051495959,70.47439369600716,103.51500415286444,84951556.0645,32822715.0,95809043.466,0.09508196721311477,0.05293640681107359,0.04123711340206171
sh.600032,,2026-02-27,8.3,1.7157,127128316.17,0.6395,37.237186,1.541468,MACD_KDJ_RESONANCE,1,7.983999999999999,7.662000000000001,7.665731563166667,65.02125605712641,0.09971750914606492,0.0797768733819812,84.84639293407417,75.61339947096415,103.31237986029421,74490511.71566667,10504892.95,84084847.0015,0.0406905055487052,0.08326807622030796,0.1201079622132255
sh.600217,,2026-02-27,4.23,1.1962,122608131.61,1.7581,-16.944472,2.281162,MACD_KDJ_RESONANCE,1,4.183999999999999,4.178333333333333,4.2475000000000005,55.589360115391415,-0.015248557609467639,-0.020559476696612664,83.33235748962775,69.7165165087712,110.56403945134085,113925961.83033332,24879189.15,104850552.709,0.11648351648351654,0.012365376944555528,0.041871921182266236
sh.600125,,2026-02-27,6.46,1.0955,111302251.11,1.324,15.784481,1.093354,UP_TREND,1,6.4355,6.387666666666666,6.316178886333334,52.78683389341986,-0.020762625022433312,-0.016174933011853312,74.17539899261531,58.45648703563592,105.6132229065741,106707376.02399999,18808610.9,121199576.9355,0.07088989441930615,0.011323905442780502,0.0538336052202284
sh.600128,,2026-02-27,12.35,1.5625,108480806.97,3.5814,66.581543,1.446972,UP_TREND,1,11.7865,11.227666666666668,11.027416666666666,65.18862458024535,0.22347363519787677,0.18049611849598723,52.545399915643415,52.59904912502012,52.438101496889985,79107420.6015,8020132.6,95257630.05,0.08792184724689167,0.0999614048629871,0.18068833652007643
sh.600211,,2026-02-27,42.58,0.9005,78323380.21,0.5736,13.987333,3.86445,MACD_KDJ_RESONANCE,1,42.58,42.727333333333334,45.238683939999994,48.62540641144343,-0.2812188593452021,-0.28707217297193566,44.63965795686485,39.61691173743534,54.68515039572388,126350311.21650001,2877075.95,123160048.55500002,0.0829646017699115,-0.0034482220592595425,0.006381470101630704
sh.600167,,2026-02-27,7.1,1.7192,73054960.42,0.4573,23.150522,1.48199,MACD_KDJ_RESONANCE,1,7.025499999999999,7.3389999999999995,7.741249999999999,50.74452080110289,-0.08718629622827656,-0.11360509617655357,81.2266441738641,66.59644106101742,110.48705039955749,138953015.94166666,12077125.6,86185281.426,0.2494481236203091,-0.03256574465185991,-0.15676959619952502
sh.600137,,2026-02-27,22.23,1.5996,70940076.0,3.312,78.686917,3.982324,UP_TREND,1,21.6355,20.146333333333338,19.821916666666667,63.81961243755692,0.5385719848149222,0.5734590133321273,45.40358429840362,46.811736312316,42.58728027057887,60251793.083333336,3424958.55,73958068.593,0.09899497487437181,0.10342659541024801,0.12842639593908634
sh.600250,,2026-02-27,11.44,0.9709,67331567.0,1.8902,140.200961,5.726574,MACD_KDJ_RESONANCE,1,11.439499999999999,11.697,11.493166666666667,47.95279253861956,-0.09660840122460002,-0.10567856544890784,53.625284007764705,48.523848250506205,63.82815552228169,282980338.98566663,9829368.1,112871249.528,0.2373461012311901,-0.021971445669829892,0.09999999999999987
